Customer,State,Customer Lifetime Value,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Policy Type,Sales Channel,Total Claim Amount,Vehicle Class
JB20173,California,10391.78109,No,Extended,Bachelor,02-Apr-11,Employed,M,81439,Rural,Single,90,Personal Auto,Call Center,108.118855,Two-Door Car
RR73059,California,2994.351694,No,Basic,College,1/29/11,Employed,F,55911,Urban,Married,74,Personal Auto,Web,187.934331,Four-Door Car
CH38655,Oregon,14203.6226,No,Basic,Bachelor,1/16/11,Employed,M,90456,Rural,Married,71,Personal Auto,Agent,165.057816,Four-Door Car
IG12691,AR,4490.549093,No,Basic,Bachelor,1/19/11,Unemployed,F,0,Urban,Single,64,Personal Auto,Agent,254.404622,Two-Door Car
,,,,,,,,,,,,,,,,
JL21509,California,3508.569533,Yes,Extended,College,01-May-11,Medical Leave,M,20978,Suburban,Married,98,Personal Auto,Branch,1176.2788,Four-Door Car
GR76453,Oregon,4942.873707,No,Basic,High School or Below,1/23/11,Employed,M,82093,Urban,Divorced,62,Personal Auto,Branch,266.932542,Four-Door Car
US63915,AR,6218.662593,No,Premium,High School or Below,02-Apr-11,Employed,M,51944,Suburban,Married,156,Corporate Auto,Agent,748.8,Sports Car
VY30333,Nevada,6156.363979,No,Extended,College,01-Aug-11,Employed,M,78824,Urban,,77,Personal Auto,Agent,267.699403,Four-Door Car
AC42963,California,21423.63723,Yes,Basic,Bachelor,01-Mar-11,Unemployed,M,0,Suburban,Married,65,Special Auto,Agent,312,Two-Door Car
AT89553,California,5926.729379,Yes,Extended,College,1/25/11,Retired,M,23091,Suburban,Married,96,Personal Auto,Agent,460.8,Four-Door Car
DN76322,Oregon,10295.46521,No,Extended,College,2/17/11,Employed,F,24723,Suburban,Married,129,Corporate Auto,Branch,619.2,Sports Car
EZ48093,AR,2710.811423,No,Basic,Bachelor,02-Sep-11,Employed,M,31998,Suburban,Married,69,Corporate Auto,Branch,331.2,Four-Door Car
DA34555,California,3363.004143,No,Extended,College,2/20/11,Employed,F,80138,Urban,Married,83,Personal Auto,Branch,209.427344,Four-Door Car
RK63095,California,3122.984111,No,Extended,College,01-Jan-11,Employed,M,72916,Suburban,Single,80,Personal Auto,Web,384,Two-Door Car
,,,,,,,,,,,,,,,,
SO98684,California,3455.17183,No,Extended,High School or Below,2/21/11,Unemployed,F,0,Suburban,Single,91,Personal Auto,Call Center,681.038959,Four-Door Car
BZ85306,California,11855.13545,No,Premium,Bachelor,2/17/11,Unemployed,F,0,Suburban,Single,170,Corporate Auto,Web,1227.491941,SUV
EV14479,California,7163.796624,No,Extended,Bachelor,02-Mar-11,Employed,M,44527,Urban,Married,94,Personal Auto,Call Center,286.960016,Four-Door Car
YD71702,Oregon,3157.551595,No,Extended,Bachelor,02-Feb-11,Employed,M,46655,Urban,Single,82,Personal Auto,Agent,336.892624,Four-Door Car
UC69263,California,8336.08382,No,Basic,Bachelor,2/16/11,Unemployed,M,0,Suburban,Single,67,Personal Auto,Agent,445.265108,Two-Door Car
DH25145,AR,5809.261551,No,Basic,High School or Below,1/30/11,Employed,F,26975,Suburban,Married,73,Personal Auto,Web,548.333667,Two-Door Car
KU94282,Oregon,10016.28847,No,Basic,Master,1/16/11,Employed,F,62900,Rural,Married,62,Personal Auto,Agent,83.897335,Two-Door Car
UT18598,California,4914.731004,No,Basic,Bachelor,2/24/11,Disabled,F,14232,Suburban,Married,64,Personal Auto,Agent,307.2,Four-Door Car
,,,,,,,,,,,,,,,,
HU87011,California,5677.309793,No,Extended,Bachelor,01-Sep-11,Unemployed,F,0,Suburban,Married,77,Personal Auto,Web,369.6,Four-Door Car
EK40672,California,2393.1169,No,Basic,College,1/25/11,Medical Leave,M,22981,Rural,Single,69,Personal Auto,Call Center,16.80116,Four-Door Car
ZH92587,Oregon,8126.766397,No,Basic,College,2/22/11,Disabled,F,14616,Suburban,Married,107,Personal Auto,Agent,513.6,SUV
EJ95100,California,2774.799523,No,Basic,Master,1/20/11,Unemployed,F,0,Suburban,Divorced,74,Personal Auto,Branch,355.2,Four-Door Car
WS56675,Oregon,4300.901435,No,Premium,High School or Below,01-Jun-11,Employed,F,88590,Rural,Married,107,Personal Auto,Branch,41.721538,Two-Door Car
,,,,,,,,,,,,,,,,
HQ76003,Nevada,12383.5306,No,Basic,High School or Below,01-Apr-11,Employed,F,40602,Urban,,105,Personal Auto,Branch,459.895876,Sports Car
SS90882,Oregon,7680.748159,No,Basic,College,01-Jun-11,Employed,F,66795,Urban,Married,64,Personal Auto,Web,238.032027,Four-Door Car
ZN71189,Oregon,4014.453113,Yes,Extended,Doctor,01-Aug-11,Employed,F,37384,Suburban,Married,99,Personal Auto,Agent,475.2,Four-Door Car
VX85673,AR,4250.282624,Yes,Basic,High School or Below,1/18/11,Unemployed,F,0,Suburban,Single,61,Personal Auto,Agent,292.8,Four-Door Car
NP19156,AR,4624.557568,No,Basic,Master,01-Jan-11,Employed,F,28264,Urban,Divorced,61,Corporate Auto,Agent,167.889924,Four-Door Car
ZV43428,AR,27789.69235,Yes,Extended,Bachelor,1/20/11,Employed,F,33806,Urban,Divorced,89,Special Auto,Web,395.729716,Four-Door Car
NK53911,California,7345.897176,No,Extended,High School or Below,1/29/11,Employed,M,79980,Suburban,Married,91,Personal Auto,Web,629.82071,Two-Door Car
BG73480,Oregon,5323.866117,No,Extended,High School or Below,01-May-11,Employed,F,64706,Rural,Single,135,Corporate Auto,Agent,77.129691,SUV
VY58444,Nevada,4426.096934,No,Basic,College,1/19/11,Employed,F,29660,Urban,,112,Personal Auto,Agent,334.133949,SUV
SJ15498,Oregon,6852.36423,No,Extended,Bachelor,2/21/11,Employed,F,26313,Suburban,Single,87,Corporate Auto,Agent,417.6,Two-Door Car
ZB71094,Oregon,3534.337809,No,Extended,Bachelor,1/25/11,Medical Leave,M,19861,Suburban,Married,93,Corporate Auto,Agent,446.4,Four-Door Car
UI99818,Oregon,4349.30875,Yes,Basic,College,02-Oct-11,Employed,F,75648,Rural,Married,108,Personal Auto,Branch,112.660916,SUV
WS24655,Oregon,29676.81386,No,Premium,College,02-Oct-11,Employed,F,33992,Suburban,Single,194,Personal Auto,Call Center,931.2,SUV
LZ98947,Nevada,24238.66071,No,Basic,Bachelor,1/31/11,Unemployed,F,0,Suburban,,109,Personal Auto,Branch,784.8,SUV
IC94523,California,11638.89947,Yes,Basic,College,1/26/11,Medical Leave,F,25370,Suburban,Married,102,Personal Auto,Branch,489.6,Sports Car
TK59338,AR,13559.39395,No,Basic,College,01-Mar-11,Employed,M,98036,Suburban,Married,113,Personal Auto,Agent,662.444819,SUV
BV36386,California,4282.947971,Yes,Basic,College,2/26/11,Employed,F,40864,Rural,Married,109,Personal Auto,Agent,166.937747,SUV
QT63794,California,9144.856285,No,Basic,Bachelor,1/19/11,Employed,F,21150,Suburban,Married,116,Personal Auto,Branch,833.417104,SUV
LF36128,California,7434.270631,No,Basic,College,02-Mar-11,Employed,F,49057,Rural,Single,63,Personal Auto,Call Center,29.618152,Two-Door Car
JK53304,California,6159.011684,No,Extended,High School or Below,1/14/11,Employed,F,97658,Suburban,Married,76,Personal Auto,Call Center,364.8,Four-Door Car
HU76577,California,3883.398053,No,Basic,Bachelor,1/27/11,Unemployed,M,0,Suburban,Married,109,Personal Auto,Agent,765.906271,SUV
JG81480,Oregon,10622.51656,No,Basic,Bachelor,01-Dec-11,Employed,F,25634,Rural,Married,67,Personal Auto,Call Center,144.728404,Four-Door Car
CC88237,California,5257.241485,No,Basic,High School or Below,1/24/11,Employed,M,56154,Suburban,Single,67,Personal Auto,Web,386.160674,Two-Door Car
OV64984,AR,4881.394894,No,Basic,Bachelor,02-Sep-11,Employed,M,90892,Rural,Married,61,Personal Auto,Branch,102.322529,Two-Door Car
VG45203,Nevada,13197.92893,Yes,Basic,College,1/27/11,Unemployed,F,0,Suburban,,68,Personal Auto,Agent,326.4,Four-Door Car
YQ42353,Oregon,5334.183231,No,Basic,Doctor,02-Feb-11,Employed,M,72960,Rural,Single,68,Personal Auto,Branch,143.535826,Four-Door Car
AP46166,California,4965.491316,No,Basic,High School or Below,01-Jun-11,Unemployed,F,0,Suburban,Single,73,Personal Auto,Call Center,525.6,Two-Door Car
UI36374,Oregon,5470.060561,Yes,Extended,Bachelor,2/17/11,Employed,F,54507,Suburban,Married,138,Corporate Auto,Agent,702.990032,SUV
ZR76229,AR,3713.790822,No,Extended,College,01-Apr-11,Employed,F,81190,Urban,Married,92,Corporate Auto,Web,356.563616,Two-Door Car
ZD65365,Oregon,2894.583582,No,Basic,College,2/13/11,Employed,F,28204,Suburban,Married,73,Personal Auto,Branch,486.987555,Four-Door Car
XI84293,Oregon,1940.981221,No,Basic,High School or Below,02-Jul-11,Unemployed,M,0,Suburban,Single,66,Personal Auto,Call Center,475.2,Two-Door Car
MT97446,California,2647.204207,No,Basic,Master,2/13/11,Employed,F,26441,Urban,Married,66,Corporate Auto,Agent,210.641776,Two-Door Car
GM48223,Oregon,5461.967787,No,Basic,Bachelor,02-Jun-11,Employed,F,42650,Rural,Married,69,Personal Auto,Agent,35.565605,Four-Door Car
,,,,,,,,,,,,,,,,
ZK56389,AR,2397.036098,Yes,Basic,High School or Below,1/29/11,Retired,F,22283,Suburban,Divorced,65,Special Auto,Branch,572.072106,Four-Door Car
MK19833,AR,4567.874448,No,Basic,College,02-Jul-11,Disabled,M,15383,Suburban,Married,61,Corporate Auto,Web,292.8,Two-Door Car
TO12347,California,5534.569714,No,Basic,Bachelor,02-May-11,Disabled,M,16101,Suburban,Divorced,74,Personal Auto,Call Center,437.608909,Four-Door Car
KE63160,Oregon,6057.07208,Yes,Extended,Bachelor,2/14/11,Retired,M,27681,Suburban,Married,83,Personal Auto,Agent,398.4,Two-Door Car
SR49919,AR,10656.88195,Yes,Extended,Bachelor,2/27/11,Employed,F,72540,Suburban,Married,88,Personal Auto,Call Center,631.743039,Two-Door Car
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
NB86692,Nevada,2690.477161,No,Basic,College,01-Feb-11,Employed,F,60060,Urban,,67,Personal Auto,Web,320.629479,Four-Door Car
YN15967,California,7409.083969,No,Extended,College,01-Nov-11,Employed,M,61160,Urban,Single,96,Corporate Auto,Branch,354.530239,Two-Door Car
KU56071,Oregon,4991.535369,No,Basic,College,2/20/11,Employed,F,93416,Urban,Married,62,Personal Auto,Call Center,246.249051,Two-Door Car
LN47910,AR,4434.028141,No,Premium,College,01-Mar-11,Employed,F,83220,Suburban,Married,110,Personal Auto,Agent,528,Four-Door Car
CY80935,Oregon,14748.92373,No,Extended,High School or Below,02-Nov-11,Employed,M,31226,Suburban,Married,93,Personal Auto,Agent,446.4,Four-Door Car
SA84892,California,4916.373221,No,Extended,High School or Below,01-Jul-11,Employed,F,66982,Suburban,Married,121,Corporate Auto,Agent,871.2,SUV
LY93301,Oregon,12495.73971,No,Basic,Bachelor,02-Mar-11,Unemployed,M,0,Suburban,Single,61,Corporate Auto,Agent,292.8,Two-Door Car
FG63647,Nevada,12877.7765,No,Premium,Bachelor,1/25/11,Unemployed,M,0,Suburban,,117,Personal Auto,Agent,561.6,Four-Door Car
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
ME84824,AR,5989.773931,Yes,Premium,College,1/19/11,Employed,M,66839,Suburban,Single,154,Personal Auto,Branch,739.2,Sports Car
ZR68364,California,9171.000967,No,Extended,College,02-Oct-11,Employed,M,60433,Suburban,Married,77,Personal Auto,Branch,369.6,Four-Door Car
WQ25142,California,21528.56723,No,Extended,Bachelor,2/18/11,Disabled,M,11538,Suburban,Married,82,Corporate Auto,Call Center,393.6,Four-Door Car
OW84481,Nevada,2675.569927,No,Basic,High School or Below,2/16/11,Employed,M,67837,Suburban,,69,Personal Auto,Agent,430.477436,Four-Door Car
FU77365,California,9246.223462,No,Basic,Bachelor,2/14/11,Employed,F,40032,Suburban,Married,118,Personal Auto,Web,717.763724,SUV
,,,,,,,,,,,,,,,,
PT46181,California,2471.145145,No,Basic,College,1/26/11,Employed,M,65176,Suburban,Married,62,Personal Auto,Branch,297.6,Four-Door Car
LT41574,Oregon,2760.954751,No,Basic,Bachelor,1/18/11,Employed,F,34717,Suburban,Married,70,Special Auto,Web,336,Four-Door Car
WX16395,California,4270.034394,Yes,Extended,College,1/19/11,Unemployed,M,0,Suburban,Married,122,Personal Auto,Agent,725.870693,SUV
HD82971,AR,3136.082008,No,Extended,High School or Below,1/15/11,Unemployed,F,0,Suburban,Single,89,Personal Auto,Agent,640.8,Four-Door Car
ZC17276,California,7755.209719,No,Premium,Master,1/15/11,Unemployed,M,0,Suburban,Single,110,Personal Auto,Branch,528,Four-Door Car
,,,,,,,,,,,,,,,,
VO75043,Oregon,6661.744145,No,Extended,Bachelor,01-Jul-11,Unemployed,M,0,Suburban,Married,95,Personal Auto,Agent,456,Four-Door Car
LZ78622,California,6529.911496,No,Extended,High School or Below,01-Sep-11,Employed,M,44379,Suburban,Married,83,Special Auto,Call Center,398.4,Four-Door Car
PK24825,Oregon,3293.245706,No,Extended,College,2/15/11,Unemployed,F,0,Suburban,Single,94,Corporate Auto,Call Center,676.8,Four-Door Car
HG93801,AR,5154.764074,No,Extended,High School or Below,01-Feb-11,Employed,M,82730,Urban,Married,127,Corporate Auto,Branch,442.521087,SUV
,,,,,,,,,,,,,,,,
IJ33473,California,20766.66918,No,Basic,Bachelor,1/13/11,Unemployed,F,0,Suburban,Single,73,Personal Auto,Call Center,350.4,Two-Door Car
CH96412,Oregon,5423.136755,No,Basic,Doctor,1/28/11,Employed,F,85018,Rural,Married,68,Personal Auto,Call Center,62.837764,Four-Door Car
PR74833,Oregon,5553.362689,No,Extended,Bachelor,02-Apr-11,Unemployed,M,0,Suburban,Single,89,Personal Auto,Agent,640.8,Two-Door Car
ZS36394,California,5504.139033,Yes,Basic,Bachelor,02-Aug-11,Unemployed,F,0,Suburban,Married,73,Corporate Auto,Call Center,350.4,Four-Door Car
DP50922,California,12663.99057,No,Basic,High School or Below,02-May-11,Employed,M,72109,Suburban,Married,105,Personal Auto,Web,504,Sports Car
VY23882,AR,5548.031892,Yes,Basic,Bachelor,1/13/11,Employed,M,67798,Suburban,Divorced,69,Personal Auto,Agent,331.2,Four-Door Car
,,,,,,,,,,,,,,,,
BG74433,Oregon,2604.84712,No,Basic,Bachelor,1/22/11,Unemployed,F,0,Suburban,Single,74,Corporate Auto,Call Center,532.8,Four-Door Car
TI19394,Oregon,2918.576189,No,Basic,College,2/24/11,Employed,M,80714,Suburban,Married,72,Personal Auto,Web,345.6,Four-Door Car
AQ91207,California,2487.649473,No,Basic,High School or Below,02-Nov-11,Employed,M,38667,Urban,Married,63,Personal Auto,Branch,293.070538,Four-Door Car
QL46987,Oregon,9082.833891,No,Premium,Bachelor,01-Aug-11,Employed,F,34430,Rural,Divorced,117,Personal Auto,Branch,232.875794,Four-Door Car
BS34332,Oregon,5557.934118,No,Basic,High School or Below,1/30/11,Employed,F,83576,Suburban,Married,69,Personal Auto,Web,331.2,Two-Door Car
IJ26642,Nevada,5107.163002,Yes,Basic,Bachelor,1/26/11,Employed,F,35625,Urban,,65,Personal Auto,Agent,288.572108,Four-Door Car
,,,,,,,,,,,,,,,,
SR47878,California,5595.389905,Yes,Basic,High School or Below,02-May-11,Employed,F,74454,Suburban,Single,71,Personal Auto,Call Center,340.8,Four-Door Car
HG53255,Nevada,11243.90285,No,Extended,College,2/25/11,Employed,M,66146,Urban,,96,Personal Auto,Call Center,250.697824,Two-Door Car
QV65644,Oregon,6113.869984,No,Extended,High School or Below,02-Apr-11,Unemployed,M,0,Suburban,Single,88,Personal Auto,Branch,1034.799615,Four-Door Car
ZW76597,California,5271.372558,No,Basic,Bachelor,2/14/11,Retired,F,13215,Suburban,Married,74,Corporate Auto,Branch,443.772927,Four-Door Car
SM80235,Oregon,2746.921502,No,Basic,High School or Below,1/29/11,Employed,M,62302,Suburban,Single,70,Personal Auto,Call Center,504,Four-Door Car
FE24232,Nevada,4729.970205,No,Extended,High School or Below,1/17/11,Unemployed,F,0,Suburban,,124,Corporate Auto,Web,630.85509,Sports Car
BY78730,Oregon,8879.790017,Yes,Basic,High School or Below,02-Mar-11,Employed,F,52583,Urban,Single,113,Special Auto,Agent,528.20086,SUV
CR40615,AR,3106.48254,No,Extended,Bachelor,01-Feb-11,Disabled,M,22076,Suburban,Single,85,Personal Auto,Web,422.765363,Four-Door Car
WL24392,AR,5860.16743,No,Basic,Bachelor,02-Jan-11,Employed,M,94527,Rural,Married,73,Personal Auto,Agent,41.464402,Four-Door Car
MZ81826,AR,9035.671134,Yes,Premium,High School or Below,1/21/11,Employed,F,34337,Suburban,Married,113,Personal Auto,Web,542.4,Four-Door Car
EO99750,Nevada,7256.576235,No,Premium,Master,2/25/11,Employed,F,29053,Rural,,181,Personal Auto,Web,404.95431,Sports Car
HF82396,Oregon,14428.86926,No,Basic,High School or Below,1/17/11,Unemployed,F,0,Suburban,Single,68,Personal Auto,Branch,326.4,Two-Door Car
DH68319,Oregon,2787.501453,No,Basic,College,01-Jan-11,Employed,F,62506,Suburban,Married,69,Personal Auto,Branch,331.2,Two-Door Car
EG12987,California,4845.002948,No,Basic,Bachelor,02-Nov-11,Unemployed,F,0,Rural,Married,65,Personal Auto,Branch,129.165554,Two-Door Car
ZU71467,AR,5460.315095,No,Basic,Bachelor,01-Oct-11,Employed,M,45404,Urban,Married,70,Corporate Auto,Web,266.144648,Two-Door Car
AD95939,California,26511.60445,No,Extended,Bachelor,1/17/11,Employed,M,28773,Suburban,Single,229,Personal Auto,Web,1099.2,Luxury Car
TB71474,Nevada,3141.333694,No,Extended,College,1/18/11,Employed,F,24019,Rural,,79,Personal Auto,Branch,47.22861,Four-Door Car
WN76039,Nevada,2545.056879,No,Basic,Bachelor,1/16/11,Unemployed,F,0,Suburban,,71,Special Auto,Agent,340.8,Four-Door Car
HI16472,AR,8355.958185,No,Basic,College,2/15/11,Employed,F,23666,Suburban,Married,104,Personal Auto,Agent,499.2,SUV
VG43444,Oregon,3837.492458,No,Extended,Bachelor,02-Jan-11,Employed,M,36794,Suburban,Single,99,Personal Auto,Agent,712.8,Four-Door Car
QI11566,Oregon,2534.990075,No,Basic,Bachelor,2/28/11,Disabled,F,25163,Suburban,Married,67,Corporate Auto,Branch,321.6,Two-Door Car
JM98365,Nevada,5762.472144,No,Basic,Doctor,1/23/11,Employed,M,66156,Suburban,,72,Personal Auto,Web,345.6,Four-Door Car
CP67787,California,15936.5764,No,Extended,Bachelor,02-Feb-11,Unemployed,F,0,Suburban,Divorced,76,Personal Auto,Agent,364.8,Four-Door Car
LM83004,AR,12552.64705,No,Basic,High School or Below,1/27/11,Disabled,M,10147,Suburban,Married,67,Personal Auto,Branch,459.276664,Four-Door Car
JM77470,AR,2352.3679,No,Basic,College,1/19/11,Unemployed,F,0,Suburban,Divorced,64,Corporate Auto,Branch,381.062306,Four-Door Car
WI47826,Oregon,4935.642812,No,Basic,College,2/17/11,Employed,F,95765,Suburban,Married,61,Personal Auto,Branch,352.089317,Four-Door Car
GE39783,Oregon,5356.137712,No,Basic,College,01-Apr-11,Employed,F,60752,Suburban,Married,67,Personal Auto,Agent,414.106436,Four-Door Car
JN96178,Oregon,3740.404374,No,Basic,High School or Below,02-Sep-11,Unemployed,M,0,Suburban,Married,104,Personal Auto,Agent,499.2,SUV
KH41809,California,2489.387507,No,Basic,College,1/29/11,Employed,F,31058,Urban,Married,67,Personal Auto,Branch,309.424708,Two-Door Car
KX86150,California,7188.292633,No,Extended,High School or Below,1/29/11,Medical Leave,M,13542,Suburban,Married,94,Personal Auto,Web,451.2,Four-Door Car
GX33877,AR,35022.45478,No,Extended,Bachelor,2/22/11,Employed,F,25270,Suburban,Married,99,Personal Auto,Agent,712.8,Two-Door Car
IQ15028,AR,2661.729688,No,Basic,Bachelor,01-May-11,Medical Leave,F,24152,Suburban,Married,72,Personal Auto,Branch,345.6,Four-Door Car
,,,,,,,,,,,,,,,,
OX61728,California,29006.67071,No,Basic,High School or Below,02-Feb-11,Employed,F,40252,Suburban,Divorced,104,Personal Auto,Agent,499.2,Sports Car
VW39046,Nevada,3873.647046,Yes,Basic,College,1/20/11,Retired,M,28142,Suburban,,105,Personal Auto,Agent,701.708239,Sports Car
VE52406,California,2471.528431,Yes,Basic,High School or Below,1/15/11,Employed,M,95697,Rural,Married,61,Corporate Auto,Agent,114.273025,Two-Door Car
KQ30179,California,2688.860687,No,Basic,Bachelor,01-Oct-11,Employed,M,89771,Rural,Married,67,Personal Auto,Call Center,104.123179,Two-Door Car
KH58171,California,2551.226692,Yes,Basic,Master,1/19/11,Employed,M,79751,Suburban,Married,63,Personal Auto,Web,392.235698,Two-Door Car
CA58346,Oregon,4949.525372,No,Basic,High School or Below,2/22/11,Unemployed,F,0,Suburban,Single,69,Corporate Auto,Call Center,331.2,Four-Door Car
ZU76536,California,6143.898219,No,Extended,High School or Below,1/30/11,Employed,F,45032,Rural,Married,77,Personal Auto,Agent,36.818178,Four-Door Car
UN69319,AR,8837.334639,No,Basic,Master,2/17/11,Employed,M,62277,Rural,Single,113,Corporate Auto,Call Center,249.799752,SUV
MG66142,Oregon,9517.07801,No,Extended,Bachelor,2/19/11,Unemployed,F,0,Suburban,Married,87,Personal Auto,Agent,417.6,Four-Door Car
MV97958,AR,2879.63179,No,Basic,Bachelor,1/23/11,Employed,F,40525,Rural,Married,73,Personal Auto,Branch,123.790553,Four-Door Car
AG58599,Oregon,2805.098562,No,Basic,High School or Below,1/29/11,Employed,F,26004,Suburban,Married,70,Personal Auto,Web,336,Four-Door Car
UG35090,California,6045.625114,No,Extended,College,2/14/11,Employed,F,82399,Rural,Single,77,Personal Auto,Agent,31.668965,Four-Door Car
IX85835,Nevada,5246.278375,Yes,Basic,Bachelor,1/21/11,Employed,F,28909,Suburban,,66,Personal Auto,Agent,456.702735,Two-Door Car
FP67680,California,4772.931526,No,Extended,High School or Below,1/20/11,Medical Leave,M,15323,Suburban,Married,128,Personal Auto,Agent,614.4,SUV
,,,,,,,,,,,,,,,,
PM92089,Oregon,3383.445647,No,Extended,High School or Below,01-Mar-11,Unemployed,F,0,Suburban,Single,97,Corporate Auto,Call Center,698.4,Two-Door Car
AY59197,Nevada,9521.222806,No,Extended,College,1/24/11,Employed,M,27769,Rural,,121,Special Auto,Agent,123.15416,SUV
VI14418,California,7614.669735,No,Premium,Bachelor,02-Sep-11,Medical Leave,M,16707,Suburban,Divorced,102,Special Auto,Web,1106.913309,Four-Door Car
QI60335,Nevada,11308.47178,No,Basic,College,01-Dec-11,Unemployed,F,0,Suburban,,66,Personal Auto,Branch,316.8,Four-Door Car
BS87947,California,3350.687339,No,Extended,Bachelor,01-Jul-11,Employed,F,94395,Suburban,Married,83,Personal Auto,Web,582.690575,Four-Door Car
DW88734,California,2683.492593,No,Basic,Bachelor,01-Dec-11,Employed,M,84895,Suburban,Married,67,Corporate Auto,Call Center,321.6,Two-Door Car
BU72633,Nevada,42561.63183,No,Basic,Master,01-Oct-11,Employed,M,66661,Suburban,,119,Personal Auto,Agent,571.2,SUV
VK94891,Nevada,2086.610957,No,Basic,High School or Below,1/23/11,Unemployed,M,0,Suburban,,62,Personal Auto,Web,446.4,Two-Door Car
VE75717,Nevada,4868.807554,No,Extended,High School or Below,2/20/11,Employed,F,31447,Suburban,,121,Personal Auto,Web,580.8,SUV
,,,,,,,,,,,,,,,,
CD68182,Oregon,3671.818326,No,Extended,College,1/18/11,Employed,F,42460,Urban,Married,91,Personal Auto,Agent,347.47509,Two-Door Car
WM64930,Oregon,5253.487908,No,Premium,College,02-Aug-11,Medical Leave,M,12811,Suburban,Married,150,Corporate Auto,Call Center,720,SUV
BJ82316,Oregon,12036.62051,Yes,Basic,Bachelor,02-Oct-11,Employed,M,44428,Suburban,Single,104,Corporate Auto,Call Center,499.2,SUV
XB61209,AR,3508.92537,No,Extended,College,01-Jun-11,Unemployed,F,0,Suburban,Single,97,Personal Auto,Agent,698.4,Four-Door Car
AT26484,Nevada,3818.468252,No,Premium,College,1/16/11,Employed,M,25221,Suburban,,103,Special Auto,Web,616.005527,Four-Door Car
IW21434,Oregon,2570.433324,No,Basic,Bachelor,02-Dec-11,Employed,F,44940,Urban,Single,65,Corporate Auto,Agent,284.492531,Four-Door Car
CP74755,Oregon,2846.171869,No,Basic,College,1/22/11,Employed,F,39192,Suburban,Divorced,71,Corporate Auto,Branch,352.791394,Four-Door Car
IV13886,California,7292.397562,No,Basic,High School or Below,02-Sep-11,Unemployed,M,0,Suburban,Married,68,Personal Auto,Branch,415.986454,Two-Door Car
SW42446,California,10581.275,No,Extended,College,2/14/11,Employed,F,42513,Urban,Married,133,Corporate Auto,Agent,628.207511,Sports Car
RO16377,Oregon,23144.1327,No,Basic,High School or Below,2/19/11,Employed,M,59821,Suburban,Married,193,Personal Auto,Branch,1389.6,Luxury SUV
CE46475,California,4605.036646,Yes,Basic,College,1/28/11,Medical Leave,F,22571,Suburban,Single,63,Corporate Auto,Web,302.4,Four-Door Car
,,,,,,,,,,,,,,,,
RI69055,California,8104.43256,No,Basic,High School or Below,1/29/11,Employed,F,58172,Rural,Married,67,Personal Auto,Web,141.532926,Four-Door Car
VD96075,Oregon,4165.252177,No,Premium,Bachelor,1/20/11,Employed,M,58299,Suburban,Married,105,Personal Auto,Branch,504,Four-Door Car
VI55112,Oregon,14065.30235,No,Basic,College,02-Feb-11,Employed,M,25275,Urban,Single,61,Corporate Auto,Agent,214.247114,Four-Door Car
VZ18907,Oregon,21991.61598,No,Basic,College,01-Dec-11,Employed,F,80807,Rural,Married,109,Personal Auto,Branch,132.139111,SUV
BA49679,AR,7590.913301,No,Basic,Bachelor,1/14/11,Employed,F,52348,Suburban,Divorced,65,Personal Auto,Branch,312,Two-Door Car
,,,,,,,,,,,,,,,,
VI66860,Nevada,3554.845264,Yes,Extended,Master,01-Oct-11,Employed,F,58557,Rural,,88,Corporate Auto,Branch,55.510526,Four-Door Car
RP14593,Oregon,3945.588049,No,Basic,Bachelor,1/19/11,Unemployed,F,0,Suburban,Single,105,Personal Auto,Web,933.212749,SUV
FP34904,Oregon,2915.614781,No,Basic,College,01-Aug-11,Employed,M,86599,Suburban,Married,73,Corporate Auto,Web,350.4,Four-Door Car
FG15434,AR,5554.826011,No,Basic,Master,1/18/11,Employed,F,52984,Rural,Married,69,Personal Auto,Web,167.667603,Two-Door Car
TP12436,Oregon,5329.128301,No,Basic,Master,02-Feb-11,Unemployed,F,0,Suburban,Divorced,72,Personal Auto,Agent,345.6,Four-Door Car
KD93234,Oregon,5502.726803,No,Basic,High School or Below,2/23/11,Unemployed,F,0,Suburban,Married,72,Corporate Auto,Agent,345.6,Four-Door Car
GE20220,Oregon,7606.70898,No,Extended,Bachelor,2/25/11,Employed,F,47778,Rural,Married,96,Personal Auto,Call Center,173.80879,Four-Door Car
RA98783,AR,27789.69235,Yes,Extended,Bachelor,1/20/11,Employed,F,33806,Urban,Divorced,89,Corporate Auto,Web,395.729716,Four-Door Car
DW71192,Oregon,5971.313496,No,Extended,High School or Below,1/21/11,Employed,M,52018,Suburban,Divorced,78,Personal Auto,Agent,374.4,Four-Door Car
WD84153,California,2248.449633,Yes,Basic,Bachelor,1/29/11,Retired,F,24910,Suburban,Single,63,Corporate Auto,Branch,347.857619,Four-Door Car
ZM75468,Nevada,10745.97948,No,Extended,College,1/31/11,Employed,M,39135,Suburban,,91,Personal Auto,Agent,436.8,Four-Door Car
PZ75671,Oregon,7223.689647,No,Extended,College,1/28/11,Unemployed,F,0,Suburban,Married,97,Personal Auto,Web,465.6,Four-Door Car
